name[selection][flat][experiment][camera]	0.0	0.16670000000000584	0.5	0.6667000000000058	1.0	1.1667000000000058	1.5	1.6667000000000058	2.0	2.166700000000006	2.5	2.666700000000006	3.0	3.166700000000006	3.5	3.666700000000006	4.0	4.166700000000006	4.5	4.666700000000006	5.0	5.166700000000006	5.5	5.666700000000006	6.0	6.166700000000006	6.5	6.666700000000006	7.0	7.166700000000006	7.5	7.666700000000006	8.0	8.166700000000006	8.5	8.666700000000006	9.0	9.166700000000006	9.5	9.666700000000006	10.0	10.166700000000006	10.5	10.666700000000006	11.0	11.166700000000006	11.5	11.666700000000006	12.0	12.166700000000006	12.5	12.666700000000006	13.0	13.166700000000006	13.5	13.666700000000006	14.0	14.166700000000006	14.5	14.666700000000006	15.0	15.166700000000006	15.5	15.666700000000006
AT1G02560	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021826139	0.013874419	0.025744804	0.015300643	0.052774393	0.026722122	0.062389946	0.064800373	0.082874306	0.060358601	0.091991473	0.071135133	0.08514075	0.082139972	0.090890978	0.080970381	0.097581458	0.085220517	0.096299981	0.08487763	0.096803179	0.079077876	0.109878863	0.073586209	0.095968671	0.078783192	0.091641345	0.077936252	0.089727156	0.086492707	0.099580107	0.081737655	0.095117247	0.089958243	0.08872046	0.092004846	0.09264464	0.100737823	0.090719264	0.102997723	0.09947267	0.112941817	0.109987064	0.106832603	0.11446265	0.139914287	0.105122638	0.143258382	0.117414861	0.151811853	0.131359978	0.18208438	0.145428786	0.064774622	0.202389137	0.085498336	0.20983585
AT1G03160	0.158440549	0.089518671	0.051783426	0.0	0.0	0.0	0.0	0.0	0.0	0.039415442	0.0	0.108242317	0.0	0.146498025	7.95368E-4	0.192658187	0.041719482	0.203915852	0.077421694	0.206927456	0.097671174	0.210864472	0.122854568	0.216122044	0.122727527	0.216599025	0.137978614	0.224144962	0.149187042	0.226165202	0.157103597	0.236620103	0.160645506	0.244414273	0.152679581	0.246301542	0.151441125	0.255302344	0.152467544	0.258545901	0.14990524	0.26875434	0.133019447	0.267036368	0.119232035	0.263785862	0.106302199	0.250139815	0.085249604	0.238606691	0.063430313	0.21155781	0.054861148	0.168836005	0.064718329	0.128276266	0.125002759	0.097508519	0.224776287	0.09349258	0.32243216	0.157146812	0.331408899	0.424338586
AT1G03600	0.551235149	0.278597296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001753922	0.0	0.002009443	0.0	0.006851539	0.002491674	0.047346347	0.023521584	0.151732981	0.03428268	0.36425362	0.07561803	0.444928525	0.232590363	1.075153953	0.120907009
AT1G03850	0.292011874	0.228480124	0.217852332	0.136180105	0.111025758	0.083222114	0.070512582	0.053530315	0.059283454	0.061974131	0.066918606	0.046896648	0.049547269	0.048530935	0.035534363	0.0	0.022791458	0.0	0.018228374	0.0	0.016797103	0.0	0.0	0.0	0.005826184	0.0	0.0	0.0	0.017636312	0.0	0.025822782	0.0	0.0	0.0	0.027044181	0.0	0.034997293	0.0	0.044965754	0.0	0.055145397	0.0	0.060589886	0.011452252	0.055264023	0.017646998	0.057038583	0.011845896	0.054597684	0.026469932	0.041708773	0.067231424	0.078931627	0.044860399	0.077957343	0.084269501	0.095966981	0.102507039	0.130226772	0.088168186	0.0	0.180786172	0.525428253	0.534564589
AT1G05385	0.0	0.073943679	0.007341704	0.041343022	0.012494132	0.001672531	0.010995407	0.021765713	0.013772714	0.017036831	0.032735297	0.049396063	0.029578489	0.031359438	0.068266023	0.055262875	0.034047256	0.043988454	0.026179596	0.045362483	0.028415786	0.031136534	0.038890343	0.040794517	0.040981809	0.023061667	0.022437009	0.034561861	0.016314417	0.035818384	0.005627886	0.026307545	0.01045158	0.013261873	0.006870127	0.019660377	0.0	0.038978534	0.015761714	0.034012778	0.012659104	0.016164733	0.025219301	0.01608723	0.02246036	0.01415814	0.034427694	0.01592653	0.037141324	0.032875787	0.035757745	0.033984556	0.049959025	0.049565187	0.053548451	0.048486115	0.031087135	0.042093282	0.0401872	0.058012774	0.0	0.048352808	0.0	0.012303168
AT1G06690	0.145069084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004396597	0.0	0.002612554	0.0	0.0072364	0.0	0.011675839	0.0	0.013680227	0.0	0.019475324	0.0	0.016126626	0.003032061	0.014173578	0.0	0.022626708	0.0	0.023199356	0.001540331	0.023584212	0.001652317	0.022622385	0.003928197	0.017356833	0.007542341	0.016296281	0.0	0.010052476	0.002807124	0.002196135	0.00211623	0.00345619	0.0	0.001161063	0.0	0.001381207	0.0	0.0	0.074577721	0.118527674
AT1G07510	0.134905022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AT1G10170	0.133540772	0.124786972	0.090897438	0.095963602	0.092393615	0.035986595	0.0641164	0.047082895	0.037693299	0.033734756	0.059100185	0.021224827	0.043716728	0.014771747	0.033587995	0.0	0.03477303	0.0	0.016786549	0.0	0.019567266	0.0	0.009353794	0.0	0.040523611	0.0	0.030056435	0.004851677	0.025700291	0.017703149	0.030203547	0.007415827	0.027297293	0.008187967	0.033297683	0.020473597	0.034849787	0.035246451	0.035477185	0.03574415	0.035792675	0.013680098	0.049011575	0.043757389	0.044601583	0.021565051	0.043930694	0.026903579	0.052558889	0.031983648	0.044102123	0.02610733	0.060233306	0.03940557	0.100281239	0.050295888	0.127637277	0.090450335	0.186220798	0.108537402	0.110591066	0.180025761	0.163959088	0.207652862
AT1G12250	0.005999955	0.022182453	0.00802512	0.01099252	0.008172518	0.014498224	0.010040321	0.025711828	0.020715067	0.024146032	0.021970723	0.036479765	0.028621982	0.046233872	0.050240106	0.042359872	0.05455757	0.049258725	0.056450995	0.065340522	0.064769501	0.06824178	0.07302994	0.068397409	0.071148238	0.066536756	0.085438058	0.080226342	0.088391349	0.092931498	0.087521079	0.097739458	0.083678999	0.081047559	0.088952623	0.093073877	0.087562725	0.102148929	0.095318564	0.097331811	0.106069211	0.101817325	0.109711388	0.106961249	0.106080138	0.112908715	0.111374926	0.10584864	0.113453539	0.10273662	0.108734361	0.100114833	0.115924174	0.108616708	0.132059936	0.107126101	0.12399143	0.110502598	0.168448695	0.104865523	0.231939951	0.12780281	0.286123509	0.260488664
